Titulo,Pais,Ano,Minutagem,Genero,Sinopse
Anelka: Misunderstood,France,2020,95,"Documentaries, International Movies, Sports Movies",inscrutable  incomparable or both  famed french footballer nicolas anelka s controversial legacy is explored in this in depth documentary 
Malibu Rescue: The Next Wave,United States,2020,71,"Children & Family Movies, Comedies",as summer returns to malibu  team flounder takes to the beach to host   and unexpectedly compete in   the international beachmaster competition 
Sam Jay: 3 In The Morning,United States,2020,64,Stand-Up Comedy,comedian and  saturday night live  writer sam jay serves up fresh takes on relationships  travel nightmares  the audacity of white people and more 
Almost Love,United States,2020,92,"Comedies, Dramas, Independent Movies",a close crew of striving new yorkers experiences both joy and heartache in their romantic and professional lives 
Killing Hasselhoff,United States,2017,80,Comedies,in major debt to a loan shark  a nightclub owner who s entered in a celebrity death pool tries to murder a famous figure for half a million dollars 
Rogue Warfare: The Hunt,United States,2020,104,Action & Adventure,when their leader is captured by an extremist organization  a special forces team stages a perilous rescue mission as time runs out 
Super Monsters: The New Class,Canada,2020,25,Children & Family Movies,a new class of pint sized preschoolers arrives at pitchfork pines  and the super monsters take their superpowers to the next level   the purple room 
The Ottoman Lieutenant,"Turkey, United States",2017,111,"Dramas, Romantic Movies",as world war i looms  an american nurse travels to the ottoman empire on a medical mission  where she clashes with a dashing lieutenant 
What Keeps You Alive,Canada,2018,99,"LGBTQ Movies, Thrillers",a couple s romantic anniversary retreat to a rural cabin unravels when a childhood friend appears and reveals long held secrets from the past 
Latte and the Magic Waterstone,Germany,2020,83,"Children & Family Movies, Comedies",when a greedy bear steals a magic stone to keep the forest s water for himself  a brave hedgehog and a timid squirrel must work together to retrieve it 
Raat Akeli Hai,India,2020,150,"Dramas, International Movies, Thrillers",when a newly married landlord is murdered  a misfit cop s investigation is complicated by the victim s secretive family and his own conflicted heart 
Seriously Single,South Africa,2020,108,"Comedies, International Movies, Romantic Movies",while her free living bestie urges her to embrace singlehood  a commitment craving social media expert can t stop following the life of a former love 
Sugar High,United States,2020,44,Children & Family Movies,talented sugar artists compete for  10 000 over two rounds of competition   candy and sugar sculpture   in this  sugar rush  spinoff special 
Retablo,"Peru, Germany, Norway",2017,102,"Dramas, International Movies",high in the andes  a teenage boy and his father work together as artisans  but their bond is shattered when the son learns of his father s secret life 
Uma Maheswara Ugra Roopasya,India,2020,137,"Comedies, Dramas, Independent Movies",defeated and humiliated in a fight while trying to defuse a conflict among his fellow villagers  a photographer vows revenge on his attacker 
It's Her Day,Nigeria,2016,112,"Comedies, International Movies, Romantic Movies",after a man promises his fianc  a dream wedding  he must keep up with her outrageous requests to have the most lavish ceremony possible 
Redemption,Mozambique,2019,102,"Dramas, International Movies, Thrillers",newly released from prison  a man returning to his girlfriend and their child subsequently learns about a dangerous debt taken by his late mother 
Shine Your Eyes,"Brazil, France",2020,103,"Dramas, Independent Movies, International Movies",a nigerian musician travels to brazil to search for his estranged brother  who is living a life very different than the one his family thought 
The Hater,Poland,2020,136,"Dramas, International Movies, Thrillers",a duplicitous young man finds success in the dark world of social media smear tactics   but his virtual vitriol soon has violent real life consequences 
The Speed Cubers,United States,2020,41,Documentaries,this documentary captures the extraordinary twists and turns in the journeys of rubik s cube solving champions max park and feliks zemdegs 
Tread,United States,2019,88,Documentaries,this documentary reconstructs the pivotal moments that drove a man on a rampage to destroy a small town with a bulldozer he fortified in secret 
Banana Split,United States,2020,84,"Comedies, Dramas, Independent Movies",despite leaving for college  a heartsick teen tries to build a new friendship with a kindred spirit even though she s dating her ex boyfriend 
Door Ke Darshan,India,2020,114,"Comedies, International Movies",when a matriarch wakes from a 30 year coma  her wacky family frantically recreates a bygone era to keep her from noticing how much time has passed 
Double World,China,2020,110,"Action & Adventure, International Movies",keen to bring honor to his clan  young villager dong yilong embarks on a perilous journey to compete in a tournament that selects warriors for battle 
Project Marathwada,India,2016,103,"Dramas, Independent Movies, International Movies",after his son s suicide  a debt ridden farmer seeks justice from the government  but as his pleas are mocked and rebuffed  his own will to live erodes 
Animal Crackers,"China, Spain, South Korea, United States",2020,106,"Children & Family Movies, Comedies",enchanted animal crackers turn owen into whatever shape he eats  but to save the family circus  he ll have to keep them out of his evil uncle s hands 
Dragons: Rescue Riders: Secrets of the Songwing,United States,2020,46,"Children & Family Movies, Comedies",when a musical dragon with a beautiful voice hypnotizes the dragons and people of huttsgalor  the rescue riders have to find a way to break the spell 
Nimbe,Nigeria,2019,115,"Dramas, International Movies",a bullied teenager gravitates toward the acceptance he finds in a street gang but soon ends up involved in a world of drug abuse and organized crime 
Offering to the Storm,"Spain, Germany",2020,140,"International Movies, Thrillers",amaia investigates several suspicious infant deaths and horrific rituals  meanwhile  people around her risk grave danger  part 3 in the baztan trilogy 
Romance Doll,Japan,2020,124,"Dramas, International Movies, Romantic Movies",love came naturally for married couple sonoko and tetsuo  but his secret profession as a love doll designer clashes with her deeper  darker secret 
The Kissing Booth 2,"United Kingdom, United States",2020,133,"Comedies, Romantic Movies",with college decisions looming  elle juggles her long distance romance with noah  changing relationship with bestie lee and feelings for a new classmate 
The Larva Island Movie,South Korea,2020,91,"Children & Family Movies, Comedies",in this movie sequel to the hit series  chuck returns home and talks to a reporter about life on the island with zany larva pals red and yellow 
